"BAnTr","coding.noncoding"
"BAnTr.GP.3HG003568","coding"
"BAnTr.GP.3HG003570","noncoding"
"BAnTr.GP.3HG003572","coding"
"BAnTr.GP.3HG003574","coding"
"BAnTr.GP.3HG003576","noncoding"
"BAnTr.GP.3HG003578","coding"
"BAnTr.GP.3HG003580","coding"
"BAnTr.GP.3HG003582","coding"
"BAnTr.GP.3HG003584","coding"
"BAnTr.GP.3HG003586","coding"
"BAnTr.GP.3HG003588","noncoding"
"BAnTr.GP.3HG003590","coding"
"BAnTr.GP.3HG003592","coding"
"BAnTr.GP.3HG003594","coding"
"BAnTr.GP.3HG003596","noncoding"
"BAnTr.GP.3HG003598","noncoding"
"BAnTr.GP.3HG003600","noncoding"
"BAnTr.GP.3HG003602","coding"
"BAnTr.GP.3HG003604","coding"
"BAnTr.GP.3HG003606","noncoding"
"BAnTr.GP.3HG003608","coding"
"BAnTr.GP.3HG003610","coding"
"BAnTr.GP.3HG003612","coding"
"BAnTr.GP.3HG003614","coding"
"BAnTr.GP.3HG003616","coding"
"BAnTr.GP.3HG003618","coding"
"BAnTr.GP.3HG003620","coding"
"BAnTr.GP.3HG003622","coding"
"BAnTr.GP.3HG003624","noncoding"
"BAnTr.GP.3HG003626","coding"
"BAnTr.GP.3HG003628","noncoding"
"BAnTr.GP.3HG003630","coding"
"BAnTr.GP.3HG003632","coding"
"BAnTr.GP.3HG003634","noncoding"
"BAnTr.GP.3HG003636","noncoding"
"BAnTr.GP.3HG003638","coding"
"BAnTr.GP.3HG003640","coding"
"BAnTr.GP.3HG003642","coding"
"BAnTr.GP.3HG003644","coding"
"BAnTr.GP.3HG003646","coding"
"BAnTr.GP.3HG003648","coding"
"BAnTr.GP.3HG003650","coding"
"BAnTr.GP.3HG003652","coding"
"BAnTr.GP.3HG003654","coding"
"BAnTr.GP.3HG003656","coding"
"BAnTr.GP.3HG003658","coding"
"BAnTr.GP.3HG003660","coding"
"BAnTr.GP.3HG003662","noncoding"
"BAnTr.GP.3HG003664","undefined"
"BAnTr.GP.3HG003666","coding"
"BAnTr.GP.3HG003668","noncoding"
"BAnTr.GP.3HG003670","noncoding"
"BAnTr.GP.3HG003672","noncoding"
"BAnTr.GP.3HG003674","coding"
"BAnTr.GP.3HG003676","undefined"
"BAnTr.GP.3HG003678","undefined"
"BAnTr.GP.3HG003680","coding"
"BAnTr.GP.3HG003682","coding"
"BAnTr.GP.3HG003684","coding"
"BAnTr.GP.3HG003686","coding"
"BAnTr.GP.3HG003688","coding"
"BAnTr.GP.3HG003690","coding"
"BAnTr.GP.3HG003692","noncoding"
"BAnTr.GP.3HG003694","coding"
"BAnTr.GP.3HG003696","noncoding"
"BAnTr.GP.3HG003698","coding"
"BAnTr.GP.3HG003700","coding"
"BAnTr.GP.3HG003702","undefined"
"BAnTr.GP.3HG003704","noncoding"
"BAnTr.GP.3HG003706","coding"
"BAnTr.GP.3HG003708","noncoding"
"BAnTr.GP.3HG003710","coding"
"BAnTr.GP.3HG003712","coding"
"BAnTr.GP.3HG003714","coding"
"BAnTr.GP.3HG003716","coding"
"BAnTr.GP.3HG003718","coding"
"BAnTr.GP.3HG003720","coding"
"BAnTr.GP.3HG003722","noncoding"
"BAnTr.GP.3HG003724","noncoding"
"BAnTr.GP.3HG003726","noncoding"
"BAnTr.GP.3HG003728","noncoding"
"BAnTr.GP.3HG003730","coding"
"BAnTr.GP.3HG003732","coding"
"BAnTr.GP.3HG003734","noncoding"
"BAnTr.GP.3HG003736","coding"
"BAnTr.GP.3HG003738","noncoding"
"BAnTr.GP.3HG003740","coding"
"BAnTr.GP.3HG003742","noncoding"
"BAnTr.GP.3HG003744","noncoding"
"BAnTr.GP.3HG003746","noncoding"
"BAnTr.GP.3HG003748","coding"
"BAnTr.GP.3HG003750","coding"
"BAnTr.GP.3HG003752","coding"
"BAnTr.GP.3HG003754","noncoding"
"BAnTr.GP.3HG003756","noncoding"
"BAnTr.GP.3HG003758","coding"
"BAnTr.GP.3HG003760","coding"
"BAnTr.GP.3HG003762","coding"
"BAnTr.GP.3HG003764","coding"
"BAnTr.GP.3HG003766","coding"
"BAnTr.GP.3HG003768","coding"
"BAnTr.GP.3HG003770","noncoding"
"BAnTr.GP.3HG003772","coding"
"BAnTr.GP.3HG003774","coding"
"BAnTr.GP.3HG003776","noncoding"
"BAnTr.GP.3HG003778","coding"
"BAnTr.GP.3HG003780","coding"
"BAnTr.GP.3HG003782","coding"
"BAnTr.GP.3HG003784","coding"
"BAnTr.GP.3HG003786","coding"
"BAnTr.GP.3HG003788","coding"
"BAnTr.GP.3HG003790","noncoding"
"BAnTr.GP.3HG003792","coding"
"BAnTr.GP.3HG003794","coding"
"BAnTr.GP.3HG003796","coding"
"BAnTr.GP.3HG003798","undefined"
"BAnTr.GP.3HG003800","undefined"
"BAnTr.GP.3HG003802","noncoding"
"BAnTr.GP.3HG003804","coding"
"BAnTr.GP.3HG003806","noncoding"
"BAnTr.GP.3HG003808","coding"
"BAnTr.GP.3HG003810","noncoding"
"BAnTr.GP.3HG003812","undefined"
"BAnTr.GP.3HG003814","coding"
"BAnTr.GP.3HG003816","coding"
"BAnTr.GP.3HG003818","coding"
"BAnTr.GP.3HG003820","coding"
"BAnTr.GP.3HG003822","coding"
"BAnTr.GP.3HG003824","coding"
"BAnTr.GP.3HG003826","coding"
"BAnTr.GP.3HG003828","coding"
"BAnTr.GP.3HG003830","coding"
"BAnTr.GP.3HG003832","undefined"
"BAnTr.GP.3HG003834","undefined"
"BAnTr.GP.3HG003836","noncoding"
"BAnTr.GP.3HG003838","noncoding"
"BAnTr.GP.3HG003840","coding"
"BAnTr.GP.3HG003842","coding"
"BAnTr.GP.3HG003844","noncoding"
"BAnTr.GP.3HG003846","noncoding"
"BAnTr.GP.3HG003848","noncoding"
"BAnTr.GP.3HG003850","undefined"
"BAnTr.GP.3HG003852","coding"
"BAnTr.GP.3HG003854","noncoding"
"BAnTr.GP.3HG003856","coding"
"BAnTr.GP.3HG003858","coding"
"BAnTr.GP.3HG003860","noncoding"
"BAnTr.GP.3HG003862","noncoding"
"BAnTr.GP.3HG003864","noncoding"
"BAnTr.GP.3HG003866","noncoding"
"BAnTr.GP.3HG003868","undefined"
"BAnTr.GP.3HG003870","noncoding"
"BAnTr.GP.3HG003872","noncoding"
"BAnTr.GP.3HG003874","coding"
"BAnTr.GP.3HG003876","coding"
"BAnTr.GP.3HG003878","coding"
"BAnTr.GP.3HG003880","coding"
"BAnTr.GP.3HG003882","undefined"
"BAnTr.GP.3HG003884","undefined"
"BAnTr.GP.3HG003886","coding"
"BAnTr.GP.3HG003888","coding"
"BAnTr.GP.3HG003890","undefined"
"BAnTr.GP.3HG003892","noncoding"
"BAnTr.GP.3HG003894","coding"
"BAnTr.GP.3HG003896","undefined"
"BAnTr.GP.3HG003898","noncoding"
"BAnTr.GP.3HG003900","coding"
"BAnTr.GP.3HG003902","noncoding"
"BAnTr.GP.3HG003904","coding"
"BAnTr.GP.3HG003906","noncoding"
"BAnTr.GP.3HG003908","undefined"
"BAnTr.GP.3HG003910","coding"
"BAnTr.GP.3HG003912","coding"
"BAnTr.GP.3HG003914","coding"
"BAnTr.GP.3HG003916","noncoding"
"BAnTr.GP.3HG003918","noncoding"
"BAnTr.GP.3HG003920","coding"
"BAnTr.GP.3HG003922","coding"
"BAnTr.GP.3HG003924","noncoding"
"BAnTr.GP.3HG003926","coding"
"BAnTr.GP.3HG003928","coding"
"BAnTr.GP.3HG003930","coding"
"BAnTr.GP.3HG003932","coding"
"BAnTr.GP.3HG003934","coding"
"BAnTr.GP.3HG003936","coding"
"BAnTr.GP.3HG003938","coding"
"BAnTr.GP.3HG003940","coding"
"BAnTr.GP.3HG003942","coding"
"BAnTr.GP.3HG003944","coding"
"BAnTr.GP.3HG003946","coding"
"BAnTr.GP.3HG003948","coding"
"BAnTr.GP.3HG003950","coding"
"BAnTr.GP.3HG003952","coding"
"BAnTr.GP.3HG003954","coding"
"BAnTr.GP.3HG003956","noncoding"
"BAnTr.GP.3HG003958","coding"
"BAnTr.GP.3HG003960","noncoding"
"BAnTr.GP.3HG003962","coding"
"BAnTr.GP.3HG003964","noncoding"
"BAnTr.GP.3HG003966","coding"
"BAnTr.GP.3HG003968","coding"
"BAnTr.GP.3HG003970","coding"
"BAnTr.GP.3HG003972","coding"
"BAnTr.GP.3HG003974","coding"
"BAnTr.GP.3HG003976","noncoding"
"BAnTr.GP.3HG003978","noncoding"
"BAnTr.GP.3HG003980","coding"
"BAnTr.GP.3HG003982","coding"
"BAnTr.GP.3HG003984","coding"
"BAnTr.GP.3HG003986","coding"
"BAnTr.GP.3HG003988","noncoding"
"BAnTr.GP.3HG003990","noncoding"
"BAnTr.GP.3HG003992","undefined"
"BAnTr.GP.3HG003994","noncoding"
"BAnTr.GP.3HG003996","undefined"
"BAnTr.GP.3HG003998","coding"
"BAnTr.GP.3HG004000","coding"
"BAnTr.GP.3HG004002","coding"
"BAnTr.GP.3HG004004","coding"
"BAnTr.GP.3HG004006","noncoding"
"BAnTr.GP.3HG004008","undefined"
"BAnTr.GP.3HG004010","coding"
"BAnTr.GP.3HG004012","coding"
"BAnTr.GP.3HG004014","noncoding"
"BAnTr.GP.3HG004016","noncoding"
"BAnTr.GP.3HG004018","noncoding"
"BAnTr.GP.3HG004020","noncoding"
"BAnTr.GP.3HG004022","noncoding"
"BAnTr.GP.3HG004024","coding"
"BAnTr.GP.3HG004026","noncoding"
"BAnTr.GP.3HG004028","noncoding"
"BAnTr.GP.3HG004030","noncoding"
"BAnTr.GP.3HG004032","noncoding"
"BAnTr.GP.3HG004034","noncoding"
"BAnTr.GP.3HG004036","coding"
"BAnTr.GP.3HG004038","noncoding"
"BAnTr.GP.3HG004040","coding"
"BAnTr.GP.3HG004042","noncoding"
"BAnTr.GP.3HG004044","noncoding"
"BAnTr.GP.3HG004046","coding"
"BAnTr.GP.3HG004048","coding"
"BAnTr.GP.3HG004050","coding"
"BAnTr.GP.3HG004052","coding"
"BAnTr.GP.3HG004054","coding"
"BAnTr.GP.3HG004056","coding"
"BAnTr.GP.3HG004058","coding"
"BAnTr.GP.3HG004060","coding"
"BAnTr.GP.3HG004062","coding"
"BAnTr.GP.3HG004064","coding"
"BAnTr.GP.3HG004066","coding"
"BAnTr.GP.3HG004068","undefined"
"BAnTr.GP.3HG004070","coding"
"BAnTr.GP.3HG004072","coding"
"BAnTr.GP.3HG004074","coding"
"BAnTr.GP.3HG004076","noncoding"
"BAnTr.GP.3HG004078","coding"
"BAnTr.GP.3HG004080","coding"
"BAnTr.GP.3HG004082","noncoding"
"BAnTr.GP.3HG004084","coding"
"BAnTr.GP.3HG004086","undefined"
"BAnTr.GP.3HG004088","noncoding"
"BAnTr.GP.3HG004090","coding"
"BAnTr.GP.3HG004092","coding"
"BAnTr.GP.3HG004094","undefined"
"BAnTr.GP.3HG004096","noncoding"
"BAnTr.GP.3HG004098","noncoding"
"BAnTr.GP.3HG004100","coding"
"BAnTr.GP.3HG004102","noncoding"
"BAnTr.GP.3HG004104","noncoding"
"BAnTr.GP.3HG004106","coding"
"BAnTr.GP.3HG004108","coding"
"BAnTr.GP.3HG004110","coding"
"BAnTr.GP.3HG004112","noncoding"
"BAnTr.GP.3HG004114","noncoding"
"BAnTr.GP.3HG004116","undefined"
"BAnTr.GP.3HG004118","coding"
"BAnTr.GP.3HG004120","coding"
"BAnTr.GP.3HG004122","noncoding"
"BAnTr.GP.3HG004124","noncoding"
"BAnTr.GP.3HG004126","undefined"
"BAnTr.GP.3HG004128","undefined"
"BAnTr.GP.3HG004130","coding"
"BAnTr.GP.3HG004132","coding"
"BAnTr.GP.3HG004134","coding"
"BAnTr.GP.3HG004136","noncoding"
"BAnTr.GP.3HG004138","noncoding"
"BAnTr.GP.3HG004140","noncoding"
"BAnTr.GP.3HG004142","coding"
"BAnTr.GP.3HG004144","coding"
"BAnTr.GP.3HG004146","noncoding"
"BAnTr.GP.3HG004148","noncoding"
"BAnTr.GP.3HG004150","noncoding"
"BAnTr.GP.3HG004152","coding"
"BAnTr.GP.3HG004154","coding"
"BAnTr.GP.3HG004156","coding"
"BAnTr.GP.3HG004158","coding"
"BAnTr.GP.3HG004160","coding"
"BAnTr.GP.3HG004162","coding"
"BAnTr.GP.3HG004164","coding"
"BAnTr.GP.3HG004166","coding"
"BAnTr.GP.3HG004168","coding"
"BAnTr.GP.3HG004170","coding"
"BAnTr.GP.3HG004172","coding"
"BAnTr.GP.3HG004174","noncoding"
"BAnTr.GP.3HG004176","undefined"
"BAnTr.GP.3HG004178","noncoding"
"BAnTr.GP.3HG004180","noncoding"
"BAnTr.GP.3HG004182","noncoding"
"BAnTr.GP.3HG004184","coding"
"BAnTr.GP.3HG004186","noncoding"
"BAnTr.GP.3HG004188","noncoding"
"BAnTr.GP.3HG004190","coding"
"BAnTr.GP.3HG004192","coding"
"BAnTr.GP.3HG004194","coding"
"BAnTr.GP.3HG004196","noncoding"
"BAnTr.GP.3HG004198","coding"
"BAnTr.GP.3HG004200","undefined"
"BAnTr.GP.3HG004202","coding"
"BAnTr.GP.3HG004204","coding"
"BAnTr.GP.3HG004206","coding"
"BAnTr.GP.3HG004208","coding"
"BAnTr.GP.3HG004210","coding"
"BAnTr.GP.3HG004212","coding"
"BAnTr.GP.3HG004214","coding"
"BAnTr.GP.3HG004216","coding"
"BAnTr.GP.3HG004218","coding"
"BAnTr.GP.3HG004220","coding"
"BAnTr.GP.3HG004222","coding"
"BAnTr.GP.3HG004224","noncoding"
"BAnTr.GP.3HG004226","coding"
"BAnTr.GP.3HG004228","coding"
"BAnTr.GP.3HG004230","coding"
"BAnTr.GP.3HG004232","coding"
"BAnTr.GP.3HG004234","coding"
"BAnTr.GP.3HG004236","noncoding"
"BAnTr.GP.3HG004238","noncoding"
"BAnTr.GP.3HG004240","noncoding"
"BAnTr.GP.3HG004242","undefined"
"BAnTr.GP.3HG004244","coding"
"BAnTr.GP.3HG004246","undefined"
"BAnTr.GP.3HG004248","coding"
"BAnTr.GP.3HG004250","coding"
"BAnTr.GP.3HG004252","coding"
"BAnTr.GP.3HG004254","noncoding"
"BAnTr.GP.3HG004256","noncoding"
"BAnTr.GP.3HG004258","noncoding"
"BAnTr.GP.3HG004260","noncoding"
"BAnTr.GP.3HG004262","noncoding"
"BAnTr.GP.3HG004264","noncoding"
"BAnTr.GP.3HG004266","coding"
"BAnTr.GP.3HG004268","coding"
"BAnTr.GP.3HG004270","noncoding"
"BAnTr.GP.3HG004272","coding"
"BAnTr.GP.3HG004274","noncoding"
"BAnTr.GP.3HG004276","coding"
"BAnTr.GP.3HG004278","coding"
"BAnTr.GP.3HG004280","coding"
"BAnTr.GP.3HG004282","coding"
"BAnTr.GP.3HG004284","coding"
"BAnTr.GP.3HG004286","coding"
"BAnTr.GP.3HG004288","coding"
"BAnTr.GP.3HG004290","noncoding"
"BAnTr.GP.3HG004292","coding"
"BAnTr.GP.3HG004294","coding"
"BAnTr.GP.3HG004296","coding"
"BAnTr.GP.3HG004298","coding"
"BAnTr.GP.3HG004300","coding"
"BAnTr.GP.3HG004302","coding"
"BAnTr.GP.3HG004304","noncoding"
"BAnTr.GP.3HG004306","noncoding"
"BAnTr.GP.3HG004308","noncoding"
"BAnTr.GP.3HG004310","undefined"
"BAnTr.GP.3HG004312","undefined"
"BAnTr.GP.3HG004314","noncoding"
"BAnTr.GP.3HG004316","undefined"
"BAnTr.GP.3HG004318","undefined"
"BAnTr.GP.3HG004320","coding"
"BAnTr.GP.3HG004322","undefined"
"BAnTr.GP.3HG004324","noncoding"
"BAnTr.GP.3HG004326","undefined"
"BAnTr.GP.3HG004328","noncoding"
"BAnTr.GP.3HG004330","undefined"
"BAnTr.GP.3HG004332","undefined"
"BAnTr.GP.3HG004334","undefined"
"BAnTr.GP.3HG004336","coding"
"BAnTr.GP.3HG004338","undefined"
"BAnTr.GP.3HG004340","noncoding"
"BAnTr.GP.3HG004342","undefined"
"BAnTr.GP.3HG004344","coding"
"BAnTr.GP.3HG004346","undefined"
"BAnTr.GP.3HG004348","coding"
"BAnTr.GP.3HG004350","undefined"
"BAnTr.GP.3HG004352","coding"
"BAnTr.GP.3HG004354","coding"
"BAnTr.GP.3HG004356","noncoding"
"BAnTr.GP.3HG004358","coding"
"BAnTr.GP.3HG004360","coding"
"BAnTr.GP.3HG004362","coding"
"BAnTr.GP.3HG004364","noncoding"
"BAnTr.GP.3HG004366","undefined"
"BAnTr.GP.3HG004368","coding"
"BAnTr.GP.3HG004370","coding"
"BAnTr.GP.3HG004372","coding"
"BAnTr.GP.3HG004374","coding"
"BAnTr.GP.3HG004376","undefined"
"BAnTr.GP.3HG004378","coding"
"BAnTr.GP.3HG004380","coding"
"BAnTr.GP.3HG004382","coding"
"BAnTr.GP.3HG004384","coding"
"BAnTr.GP.3HG004386","noncoding"
"BAnTr.GP.3HG004388","noncoding"
"BAnTr.GP.3HG004390","undefined"
"BAnTr.GP.3HG004392","noncoding"
"BAnTr.GP.3HG004394","coding"
"BAnTr.GP.3HG004396","coding"
"BAnTr.GP.3HG004398","coding"
"BAnTr.GP.3HG004400","coding"
"BAnTr.GP.3HG004402","noncoding"
"BAnTr.GP.3HG004404","coding"
"BAnTr.GP.3HG004406","noncoding"
"BAnTr.GP.3HG004408","coding"
"BAnTr.GP.3HG004410","noncoding"
"BAnTr.GP.3HG004412","coding"
"BAnTr.GP.3HG004414","coding"
"BAnTr.GP.3HG004416","coding"
"BAnTr.GP.3HG004418","coding"
"BAnTr.GP.3HG004420","coding"
"BAnTr.GP.3HG004422","coding"
"BAnTr.GP.3HG004424","noncoding"
"BAnTr.GP.3HG004426","coding"
"BAnTr.GP.3HG004428","coding"
"BAnTr.GP.3HG004430","coding"
"BAnTr.GP.3HG004432","coding"
"BAnTr.GP.3HG004434","coding"
"BAnTr.GP.3HG004436","noncoding"
"BAnTr.GP.3HG004438","coding"
"BAnTr.GP.3HG004440","noncoding"
"BAnTr.GP.3HG004442","noncoding"
"BAnTr.GP.3HG004444","noncoding"
"BAnTr.GP.3HG004446","coding"
"BAnTr.GP.3HG004448","coding"
"BAnTr.GP.3HG004450","coding"
"BAnTr.GP.3HG004452","noncoding"
"BAnTr.GP.3HG004454","undefined"
"BAnTr.GP.3HG004456","noncoding"
"BAnTr.GP.3HG004458","coding"
"BAnTr.GP.3HG004460","coding"
"BAnTr.GP.3HG004462","coding"
"BAnTr.GP.3HG004464","noncoding"
"BAnTr.GP.3HG004466","noncoding"
"BAnTr.GP.3HG004468","coding"
"BAnTr.GP.3HG004470","coding"
"BAnTr.GP.3HG004472","coding"
"BAnTr.GP.3HG004474","coding"
"BAnTr.GP.3HG004476","coding"
"BAnTr.GP.3HG004478","coding"
"BAnTr.GP.3HG004480","coding"
"BAnTr.GP.3HG004482","noncoding"
"BAnTr.GP.3HG004484","noncoding"
"BAnTr.GP.3HG004486","coding"
"BAnTr.GP.3HG004488","undefined"
"BAnTr.GP.3HG004490","coding"
"BAnTr.GP.3HG004492","noncoding"
"BAnTr.GP.3HG004494","coding"
"BAnTr.GP.3HG004496","undefined"
"BAnTr.GP.3HG004498","coding"
"BAnTr.GP.3HG004500","coding"
"BAnTr.GP.3HG004502","coding"
"BAnTr.GP.3HG004504","coding"
"BAnTr.GP.3HG004506","coding"
"BAnTr.GP.3HG004508","coding"
"BAnTr.GP.3HG004510","coding"
"BAnTr.GP.3HG004512","coding"
"BAnTr.GP.3HG004514","noncoding"
"BAnTr.GP.3HG004516","coding"
"BAnTr.GP.3HG004518","coding"
"BAnTr.GP.3HG004520","coding"
"BAnTr.GP.3HG004522","coding"
"BAnTr.GP.3HG004524","coding"
"BAnTr.GP.3HG004526","coding"
"BAnTr.GP.3HG004528","noncoding"
"BAnTr.GP.3HG004530","noncoding"
"BAnTr.GP.3HG004532","coding"
"BAnTr.GP.3HG004534","noncoding"
"BAnTr.GP.3HG004536","coding"
"BAnTr.GP.3HG004538","noncoding"
"BAnTr.GP.3HG004540","coding"
"BAnTr.GP.3HG004542","coding"
"BAnTr.GP.3HG004544","noncoding"
"BAnTr.GP.3HG004546","coding"
"BAnTr.GP.3HG004548","coding"
"BAnTr.GP.3HG004550","coding"
"BAnTr.GP.3HG004552","coding"
"BAnTr.GP.3HG004554","coding"
"BAnTr.GP.3HG004556","undefined"
"BAnTr.GP.3HG004558","noncoding"
"BAnTr.GP.3HG004560","noncoding"
"BAnTr.GP.3HG004562","coding"
"BAnTr.GP.3HG004564","noncoding"
"BAnTr.GP.3HG004566","coding"
"BAnTr.GP.3HG004568","undefined"
"BAnTr.GP.3HG004570","coding"
"BAnTr.GP.3HG004572","coding"
"BAnTr.GP.3HG004574","noncoding"
"BAnTr.GP.3HG004576","undefined"
"BAnTr.GP.3HG004578","coding"
"BAnTr.GP.3HG004580","coding"
"BAnTr.GP.3HG004582","coding"
"BAnTr.GP.3HG004584","noncoding"
"BAnTr.GP.3HG004586","undefined"
"BAnTr.GP.3HG004588","coding"
"BAnTr.GP.3HG004590","coding"
"BAnTr.GP.3HG004592","noncoding"
"BAnTr.GP.3HG004594","coding"
"BAnTr.GP.3HG004596","coding"
"BAnTr.GP.3HG004598","noncoding"
"BAnTr.GP.3HG004600","undefined"
"BAnTr.GP.3HG004602","coding"
"BAnTr.GP.3HG004604","coding"
"BAnTr.GP.3HG004606","noncoding"
"BAnTr.GP.3HG004608","noncoding"
"BAnTr.GP.3HG004610","coding"
"BAnTr.GP.3HG004612","coding"
"BAnTr.GP.3HG004614","noncoding"
"BAnTr.GP.3HG004616","coding"
"BAnTr.GP.3HG004618","coding"
"BAnTr.GP.3HG004620","coding"
"BAnTr.GP.3HG004622","coding"
"BAnTr.GP.3HG004624","noncoding"
"BAnTr.GP.3HG004626","coding"
"BAnTr.GP.3HG004628","coding"
"BAnTr.GP.3HG004630","coding"
"BAnTr.GP.3HG004632","coding"
"BAnTr.GP.3HG004634","coding"
"BAnTr.GP.3HG004636","coding"
"BAnTr.GP.3HG004638","coding"
"BAnTr.GP.3HG004640","coding"
"BAnTr.GP.3HG004642","coding"
"BAnTr.GP.3HG004644","coding"
"BAnTr.GP.3HG004646","coding"
"BAnTr.GP.3HG004648","coding"
"BAnTr.GP.3HG004650","coding"
"BAnTr.GP.3HG004652","coding"
"BAnTr.GP.3HG004654","coding"
"BAnTr.GP.3HG004656","noncoding"
"BAnTr.GP.3HG004658","noncoding"
"BAnTr.GP.3HG004660","coding"
"BAnTr.GP.3HG004662","noncoding"
"BAnTr.GP.3HG004664","noncoding"
"BAnTr.GP.3HG004666","coding"
"BAnTr.GP.3HG004668","noncoding"
"BAnTr.GP.3HG004670","undefined"
"BAnTr.GP.3HG004672","coding"
"BAnTr.GP.3HG004674","coding"
"BAnTr.GP.3HG004676","coding"
"BAnTr.GP.3HG004678","coding"
"BAnTr.GP.3HG004680","noncoding"
"BAnTr.GP.3HG004682","coding"
"BAnTr.GP.3HG004684","undefined"
"BAnTr.GP.3HG004686","coding"
"BAnTr.GP.3HG004688","coding"
"BAnTr.GP.3HG004690","coding"
"BAnTr.GP.3HG004692","coding"
"BAnTr.GP.3HG004694","coding"
"BAnTr.GP.3HG004696","coding"
"BAnTr.GP.3HG004698","coding"
"BAnTr.GP.3HG004700","coding"
"BAnTr.GP.3HG004702","undefined"
"BAnTr.GP.3HG004704","coding"
"BAnTr.GP.3HG004706","coding"
"BAnTr.GP.3HG004708","noncoding"
"BAnTr.GP.3HG004710","coding"
"BAnTr.GP.3HG004712","coding"
"BAnTr.GP.3HG004714","coding"
"BAnTr.GP.3HG004716","coding"
"BAnTr.GP.3HG004718","coding"
"BAnTr.GP.3HG004720","noncoding"
"BAnTr.GP.3HG004722","coding"
"BAnTr.GP.3HG004724","coding"
"BAnTr.GP.3HG004726","coding"
"BAnTr.GP.3HG004728","coding"
"BAnTr.GP.3HG004730","undefined"
"BAnTr.GP.3HG004732","noncoding"
"BAnTr.GP.3HG004734","coding"
"BAnTr.GP.3HG004736","coding"
"BAnTr.GP.3HG004738","noncoding"
"BAnTr.GP.3HG004740","noncoding"
"BAnTr.GP.3HG004742","coding"
"BAnTr.GP.3HG004744","noncoding"
"BAnTr.GP.3HG004746","coding"
"BAnTr.GP.3HG004748","noncoding"
"BAnTr.GP.3HG004750","noncoding"
"BAnTr.GP.3HG004752","undefined"
"BAnTr.GP.3HG004754","coding"
"BAnTr.GP.3HG004756","undefined"
"BAnTr.GP.3HG004758","noncoding"
"BAnTr.GP.3HG004760","noncoding"
"BAnTr.GP.3HG004762","coding"
"BAnTr.GP.3HG004764","noncoding"
"BAnTr.GP.3HG004766","noncoding"
"BAnTr.GP.3HG004768","coding"
"BAnTr.GP.3HG004770","undefined"
"BAnTr.GP.3HG004772","coding"
"BAnTr.GP.3HG004774","undefined"
"BAnTr.GP.3HG004776","coding"
"BAnTr.GP.3HG004778","noncoding"
"BAnTr.GP.3HG004780","coding"
"BAnTr.GP.3HG004782","coding"
"BAnTr.GP.3HG004784","noncoding"
"BAnTr.GP.3HG004786","noncoding"
"BAnTr.GP.3HG004788","noncoding"
"BAnTr.GP.3HG004790","noncoding"
"BAnTr.GP.3HG004792","coding"
"BAnTr.GP.3HG004794","coding"
"BAnTr.GP.3HG004796","noncoding"
"BAnTr.GP.3HG004798","coding"
"BAnTr.GP.3HG004800","coding"
"BAnTr.GP.3HG004802","coding"
"BAnTr.GP.3HG004804","coding"
"BAnTr.GP.3HG004806","noncoding"
"BAnTr.GP.3HG004808","undefined"
"BAnTr.GP.3HG004810","coding"
"BAnTr.GP.3HG004812","undefined"
"BAnTr.GP.3HG004814","noncoding"
"BAnTr.GP.3HG004816","noncoding"
"BAnTr.GP.3HG004818","coding"
"BAnTr.GP.3HG004820","coding"
"BAnTr.GP.3HG004822","coding"
"BAnTr.GP.3HG004824","noncoding"
"BAnTr.GP.3HG004826","noncoding"
"BAnTr.GP.3HG004828","coding"
"BAnTr.GP.3HG004830","coding"
"BAnTr.GP.3HG004832","noncoding"
"BAnTr.GP.3HG004834","coding"
"BAnTr.GP.3HG004836","coding"
"BAnTr.GP.3HG004838","noncoding"
"BAnTr.GP.3HG004840","undefined"
"BAnTr.GP.3HG004842","undefined"
"BAnTr.GP.3HG004844","coding"
"BAnTr.GP.3HG004846","coding"
"BAnTr.GP.3HG004848","noncoding"
"BAnTr.GP.3HG004850","coding"
"BAnTr.GP.3HG004852","coding"
"BAnTr.GP.3HG004854","coding"
"BAnTr.GP.3HG004856","noncoding"
"BAnTr.GP.3HG004858","coding"
"BAnTr.GP.3HG004860","noncoding"
"BAnTr.GP.3HG004862","coding"
"BAnTr.GP.3HG004864","noncoding"
"BAnTr.GP.3HG004866","noncoding"
"BAnTr.GP.3HG004868","coding"
"BAnTr.GP.3HG004870","coding"
"BAnTr.GP.3HG004872","coding"
"BAnTr.GP.3HG004874","coding"
"BAnTr.GP.3HG004876","coding"
"BAnTr.GP.3HG004878","coding"
"BAnTr.GP.3HG004880","coding"
"BAnTr.GP.3HG004882","coding"
"BAnTr.GP.3HG004884","coding"
"BAnTr.GP.3HG004886","coding"
"BAnTr.GP.3HG004888","coding"
"BAnTr.GP.3HG004890","coding"
"BAnTr.GP.3HG004892","coding"
"BAnTr.GP.3HG004894","coding"
"BAnTr.GP.3HG004896","noncoding"
"BAnTr.GP.3HG004898","noncoding"
"BAnTr.GP.3HG004900","coding"
"BAnTr.GP.3HG004902","coding"
"BAnTr.GP.3HG004904","coding"
"BAnTr.GP.3HG004906","coding"
"BAnTr.GP.3HG004908","coding"
"BAnTr.GP.3HG004910","noncoding"
"BAnTr.GP.3HG004912","noncoding"
"BAnTr.GP.3HG004914","undefined"
"BAnTr.GP.3HG004916","noncoding"
